Title,Price,Subscribers,Reviews,Length,Review_Percent
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,75,43285,525,4 hours,0.01,2
Learning Dynamic Website Design - PHP MySQL and JavaScript,50,47886,285,4.0,0.01,hours
